0	1
american	166
may	132
one	128
new	112
scientific	104
could	81
university	76
would	74
science	70
two	66
also	63
like	62
even	60
sauropods	56
people	56
years	55
many	54
physics	49
particles	49
time	47
another	45
still	45
way	45
see	44
plants	42
technology	42
future	41
research	41
researchers	40
light	39
make	37
memory	37
called	36
director	36
data	36
found	36
diagrams	34
weather	34
much	34
number	33
well	33
energy	33
theory	33
online	33
long	33
sauropod	33
might	32
plant	31
world	31
says	31
health	30
every	30
known	30
around	30
food	29
professor	29
need	29
radar	29
particle	28
feynman	28
help	28
memories	28
become	28
patients	28
year	28
three	28
quantum	27
work	27
made	27
physicists	26
trees	26
scientists	26
get	26
come	26
better	26
gravity	26
use	26
back	26
drugs	25
space	25
computer	25
leaves	25
yet	25
loops	24
david	24
enough	24
used	24
take	24
large	24
form	24
using	24
know	23
gonorrhea	23
nature	23
small	23
air	23
noaa	23
color	22
institute	22
team	22
high	22
likely	22
although	22
standard	22
strong	22
less	22
tornado	22
michael	21
human	21
center	21
medical	21
problem	21
next	21
process	21
million	21
healthy	21
times	21
change	21
seen	21
matter	21
lhc	21
method	21
medicine	20
heart	20
national	20
percent	20
however	20
tomato	20
problems	19
hard	19
think	19
cancer	19
satellites	19
editor	19
public	19
others	19
right	19
example	19
least	19
virtual	19
say	19
numbers	19
dodder	19
ways	18
give	18
ever	18
history	18
school	18
information	18
group	18
brain	18
last	18
results	18
far	18
com	18
natural	18
single	18
never	18
animals	18
tiny	18
extinction	18
dinosaurs	17
storm	17
warning	17
good	17
disease	17
great	17
working	17
past	17
left	17
idea	17
models	17
calculations	17
together	17
unitarity	17
size	17
eye	16
study	16
state	16
chemical	16
including	16
view	16
hours	16
vol	16
humans	16
point	16
current	16
look	16
news	16
model	16
life	16
name	16
technique	16
developed	15
report	15
blood	15
tests	15
best	15
forecasters	15
birds	15
rates	15
early	15
john	15
drug	15
able	15
rather	15
across	15
groups	15
four	15
bacteria	15
whether	15
often	15
part	15
several	15
colors	15
growth	15
blue	15
minutes	15
computers	14
intel	14
ago	14
power	14
harvard	14
biology	14
detect	14
book	14
without	14
result	14
changes	14
development	14
genetic	14
lead	14
nearly	14
produce	14
later	14
day	14
put	14
gluons	14
show	14
little	14
surface	14
instead	14
signal	14
allow	14
pages	14
severe	14
images	13
faster	13
chips	13
devices	13
turn	13
came	13
california	13
laboratory	13
green	13
ﬁthe	13
already	13
laws	13
true	13
water	13
comment	13
con	13
dark	13
case	13
toward	13
beyond	13
cells	13
fact	13
similar	13
particular	13
growing	13
body	13
fear	13
ptsd	13
leaf	13
tornadoes	13
universe	13
search	12
advances	12
seems	12
something	12
string	12
since	12
levels	12
force	12
getting	12
colleagues	12
forces	12
based	12
man	12
living	12
longer	12
lot	12
resistant	12
making	12
rapid	12
means	12
layers	12
dinosaur	12
warnings	12
terms	11
thought	11
soon	11
studying	11
lab	11
supersymmetry	11
bird	11
nothing	11
network	11
international	11
common	11
attack	11
always	11
created	11
analysis	11
range	11
within	11
question	11
low	11
done	11
important	11
though	11
set	11
complicated	11
ask	11
women	11
must	11
possible	11
away	11
goal	11
modern	11
extreme	11
per	11
big	11
actually	11
miles	11
really	11
recent	11
full	11
species	11
place	11
developing	11
control	11
predictions	11
giving	11
days	11
skin	11
special	10
treat	10
daniel	10
editors	10
ice	10
real	10
age	10
web	10
company	10
studies	10
complex	10
synthetic	10
published	10
materials	10
appear	10
test	10
makes	10
treatment	10
certain	10
system	10
sense	10
end	10
north	10
room	10
manager	10
develop	10
thus	10
conditions	10
near	10
comes	10
either	10
wide	10
six	10
quarks	10
collision	10
mass	10
want	10
ones	10
gas	10
dna	10
pain	10
doctors	10
decade	10
discovered	10
bad	10
probability	10
events	10
damaged	10
eggs	10
adult	10
rat	10
attacked	10
cuscuta	10
yellow	10
approach	9
bern	9
dixon	9
kosower	9
vision	9
nanoparticles	9
millions	9
radars	9
advanced	9
engineers	9
available	9
steven	9
taken	9
illustration	9
earth	9
break	9
understanding	9
among	9
editorial	9
run	9
feeding	9
response	9
england	9
senior	9
article	9
design	9
gives	9
determine	9
answer	9
support	9
experts	9
everything	9
decades	9
highly	9
reason	9
things	9
courtesy	9
collider	9
level	9
roughly	9
showed	9
cases	9
produced	9
kind	9
identify	9
ﬁwe	9
grow	9
inside	9
risk	9
takes	9
simple	9
seven	9
track	9
late	9
structures	9
said	9
resistance	9
antibiotics	9
create	9
technologies	9
running	9
collisions	9
changed	9
cell	9
improve	9
cretaceous	9
propranolol	9
heil	9
storms	9
universes	9
getty	8
theories	8
fresh	8
mental	8
lives	8
ideas	8
johnson	8
letters	8
equations	8
latest	8
president	8
college	8
earlier	8
course	8
art	8
spent	8
physicians	8
math	8
potential	8
perhaps	8
experience	8
government	8
press	8
paths	8
appears	8
multiple	8
half	8
daily	8
almost	8
corn	8
higher	8
old	8
seem	8
higgs	8
boson	8
diversity	8
along	8
got	8
entire	8
theorists	8
london	8
provide	8
usual	8
interest	8
thing	8
formed	8
climate	8
satellite	8
emergency	8
compared	8
february	8
conjecture	8
going	8
given	8
recently	8
described	8
spread	8
sug	8
helped	8
understand	8
scales	8
cause	8
read	8
japan	8
quickly	8
requires	8
story	8
anything	8
brief	8
scattering	8
tree	8
tools	8
physical	8
uni	8
whose	8
ability	8
explore	8
chip	8
device	8
personal	8
proteins	8
neurons	8
sensors	8
smaller	8
zip	8
beetles	8
joplin	8
hurricane	8
photonic	8
complexity	7
image	7
wireless	7
americans	7
genetics	7
barbara	7
theoretical	7
engineering	7
evolutionary	7
magazine	7
environmental	7
department	7
global	7
warn	7
series	7
first	7
patient	7
fore	7
record	7
short	7
wing	7
creating	7
learning	7
questions	7
direction	7
worth	7
price	7
grass	7
condition	7
period	7
widely	7
plates	7
clear	7
sci	7
started	7
seemed	7
middle	7
success	7
led	7
typical	7
trial	7
second	7
reach	7
elementary	7
powerful	7
reality	7
cms	7
connect	7
basic	7
electron	7
photon	7
heavy	7
major	7
role	7
simply	7
organisms	7
hand	7
lost	7
today	7
trying	7
discovery	7
shown	7
associated	7
function	7
systems	7
sea	7
shows	7
location	7
turned	7
wrong	7
european	7
cool	7
tell	7
connections	7
held	7
rely	7
clinical	7
hot	7
spot	7
radio	7
try	7
mile	7
diagram	7
event	7
usually	7
directly	7
molecules	7
supergravity	7
terho	7
genome	7
protein	7
waves	7
evolved	7
bones	7
america	7
osteoderms	7
trauma	7
smell	7
neighboring	7
volatile	7
wheat	7
lima	7
career	7
doppler	7
arrays	7
advance	7
geostationary	7
feathers	7
optical	7
chitin	7
holes	7
talk	7
detail	6
richard	6
brown	6
zvi	6
lance	6
gene	6
evolution	6
painful	6
philip	6
individual	6
males	6
yogurt	6
internet	6
live	6
steve	6
detailed	6
chief	6
board	6
santa	6
law	6
imaging	6
san	6
biological	6
associate	6
forecasting	6
general	6
approaches	6
page	6
learn	6
diabetes	6
retinal	6
accurate	6
initial	6
serious	6
resulting	6
testing	6
care	6
danger	6
presence	6
crime	6
version	6
black	6
probably	6
possibly	6
instance	6
land	6
points	6
production	6
material	6
solutions	6
consumer	6
emerge	6
occur	6
calories	6
pro	6
choose	6
act	6
increase	6
rate	6
type	6
currently	6
expensive	6
centers	6
close	6
germany	6
mathematics	6
became	6
value	6
experi	6
receiving	6
solve	6
march	6
open	6
whereas	6
despite	6
quite	6
building	6
announced	6
fairly	6
popular	6
