0	1
said	2948
little	1063
would	984
one	884
could	856
upon	800
know	779
aunt	743
micawber	695
miss	688
peggotty	652
time	643
much	643
never	631
made	623
old	620
like	603
say	601
think	581
see	550
went	549
dear	532
come	528
good	496
hand	489
head	484
traddles	472
came	461
ever	456
thought	451
copperld	446
face	442
aer	439
away	437
dora	432
might	427
agnes	414
way	413
saw	404
back	397
quite	394
well	393
sir	391
great	386
house	381
looked	377
mother	374
long	371
man	371
day	367
looking	362
returned	362
night	356
going	355
must	355
eyes	350
may	350
took	341
steerforth	340
always	338
rst	326
mind	324
look	320
put	320
take	317
home	314
two	312
room	306
life	305
make	304
without	302
another	301
nothing	298
got	293
still	279
murdstone	275
young	273
sat	270
found	266
last	263
felt	260
love	257
done	254
though	251
door	249
many	248
knew	247
told	247
better	245
anything	245
heart	241
seemed	240
shall	237
place	235
something	230
even	230
doctor	224
dick	221
hands	216
every	214
tell	213
friend	212
seen	211
sure	211
uriah	210
believe	207
yet	202
asked	200
replied	199
morning	198
hope	197
round	194
manner	191
cried	187
let	186
gave	184
gone	184
master	181
thing	179
poor	176
right	176
soon	175
heard	172
turned	171
give	171
happy	170
since	169
name	168
really	163
boy	163
wickld	161
voice	160
state	159
course	159
evening	158
world	157
moment	157
towards	157
davy	157
began	154
used	154
else	153
people	152
short	152
enough	151
mine	150
whether	149
side	149
among	149
get	147
part	147
words	146
best	145
hear	145
heep	145
together	144
word	143
new	143
child	142
family	142
next	142
pretty	141
kind	140
indeed	139
bed	139
half	139
leave	139
mean	138
whole	138
rather	137
light	136
work	136
want	136
woman	135
money	134
times	133
barkis	133
far	132
perhaps	132
taken	132
remember	132
stood	132
three	132
years	131
speak	131
ham	131
near	130
trotwood	129
suppose	128
observed	127
walked	127
air	127
glad	127
brought	126
present	125
coming	124
sometimes	123
called	123
arm	123
letter	123
spenlow	123
deal	122
making	122
strong	121
doubt	120
lady	119
hair	119
wish	119
table	119
feel	118
sort	118
keep	117
afraid	117
things	117
window	116
set	116
call	115
sitting	114
taking	113
days	113
chair	111
help	111
within	110
oen	109
shook	109
omer	109
least	108
creakle	108
hour	107
known	107
behind	107
ask	107
dinner	107
wife	107
girl	106
tears	105
gentleman	105
fellow	105
almost	104
subject	104
along	103
lay	103
says	103
kept	102
read	101
hard	100
full	100
business	99
passed	99
matter	99
aerwards	98
school	98
sister	97
answered	96
however	96
appeared	96
feeling	96
less	95
london	95
became	94
care	94
alone	93
arms	93
idea	93
street	93
